,Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors,Title_Language,Leaflet_Language,Opmerking
6236,0252_1943-1944_00252-20230306_154959.jpg,1943/1944,Visioen,1944-01-29,,True,403351,Visioen,FR,Hector Berlioz,1841,Le spectre de la rose,choreografisch toneel,1943-1944,Joris Diels,NL,Dutch,
6237,0252_1943-1944_00252-20230306_154959.jpg,1943/1944,Pavane,1944-01-29,,True,403351,Pavane,FR,Gabriel Fauré,1887,Pavane,orchestra,1943-1944,Joris Diels,Unk,Dutch,
6238,0252_1943-1944_00252-20230306_154959.jpg,1943/1944,Coppelia,1944-01-29,,True,403351,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,1943-1944,Joris Diels,Unk,Dutch,
6239,0254_1943-1944_00254-20230306_155032.jpg,1943/1944,Madame Butterfly,1944-01-30,,False,638198,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,1943-1944,Joris Diels,NL,Dutch,
6240,0256_1943-1944_00256-20230306_155059.jpg,1943/1944,Tannhäuser,1944-01-30,,False,146146,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1943-1944,Joris Diels,Unk,Dutch,
6241,0260_1943-1944_00260-20230306_155200.jpg,1943/1944,Rienzi,1944-02-01,,False,537877,Rienzi,DUI,Richard Wagner,1840,Rienzi,grand opera,1943-1944,Joris Diels,Unk,Dutch,
6242,0262_1943-1944_00262-20230306_155225.jpg,1943/1944,De Graaf van Luxemburg,1944-02-03,,False,557533,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,1943-1944,Joris Diels,NL,Dutch,
6243,0264_1943-1944_00264-20230306_155241.jpg,1943/1944,Faust,1944-02-05,,False,886003,Faust,FR,Charles Gounod,1859,Faust,grand opera,1943-1944,Joris Diels,Unk,Dutch,
6244,0266_1943-1944_00266-20230306_155258.jpg,1943/1944,Dansvertooning II,1944-02-06,,True,280320,Dansvertooning II,,?,?,?,ballet,1943-1944,Joris Diels,NL,Dutch,
6245,0266_1943-1944_00266-20230306_155258.jpg,1943/1944,Milenka,1944-02-06,,True,280320,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1943-1944,Joris Diels,Unk,Dutch,
6246,0266_1943-1944_00266-20230306_155258.jpg,1943/1944,Visioen,1944-02-06,,True,280320,Visioen,FR,Hector Berlioz,1841,Le spectre de la rose,choreografisch toneel,1943-1944,Joris Diels,NL,Dutch,
6247,0266_1943-1944_00266-20230306_155258.jpg,1943/1944,Pavane,1944-02-06,,True,280320,Pavane,FR,Gabriel Fauré,1887,Pavane,orchestra,1943-1944,Joris Diels,Unk,Dutch,
6248,0266_1943-1944_00266-20230306_155258.jpg,1943/1944,Coppelia,1944-02-06,,True,280320,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,1943-1944,Joris Diels,Unk,Dutch,
6249,0268_1943-1944_00268-20230306_155319.jpg,1943/1944,Lohengrin,1944-02-06,,False,779124,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1943-1944,Joris Diels,Unk,Dutch,
6250,0270_1943-1944_00270-20230306_155352.jpg,1943/1944,Die Fledermaus,1944-02-07,Wehrmachsvorstellung,False,219514,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1943-1944,Joris Diels,NL,German,
6251,0272_1943-1944_00272-20230306_155407.jpg,1943/1944,De Lustige Weduwe,1944-02-08,,False,474919,De Lustige Weduwe,DUI,Franz Lehár,1906,Die lustige Witwe,operette,1943-1944,Joris Diels,NL,Dutch,
6252,0274_1943-1944_00274-20230306_155424.jpg,1943/1944,De Vogelhandelaar,1944-02-09,,False,288509,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,1943-1944,Joris Diels,NL,Dutch,
6253,0276_1943-1944_00276-20230306_155447.jpg,1943/1944,Faust,1944-02-10,,False,541220,Faust,FR,Charles Gounod,1859,Faust,grand opera,1943-1944,Joris Diels,Unk,Dutch,
6254,0278_1943-1944_00278-20230306_155516.jpg,1943/1944,De Rozenkavalier,1944-02-12,,False,551206,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1943-1944,Joris Diels,NL,Dutch,
6255,0280_1943-1944_00280-20230306_155541.jpg,1943/1944,Faust,1944-02-13,,False,841030,Faust,FR,Charles Gounod,1859,Faust,grand opera,1943-1944,Joris Diels,Unk,Dutch,
6256,0282_1943-1944_00282-20230306_155604.jpg,1943/1944,De Rozenkavalier,1944-02-13,,False,947032,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1943-1944,Joris Diels,NL,Dutch,
6257,0284_1943-1944_00284-20230306_155624.jpg,1943/1944,De Vogelhandelaar,1944-02-15,,False,714036,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,1943-1944,Joris Diels,NL,Dutch,
6258,0286_1943-1944_00286-20230306_155644.jpg,1943/1944,Dansvertooning II,1944-02-17,,True,959857,Dansvertooning II,,?,?,?,ballet,1943-1944,Joris Diels,NL,Dutch,
6259,0286_1943-1944_00286-20230306_155644.jpg,1943/1944,Milenka,1944-02-17,,True,959857,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1943-1944,Joris Diels,Unk,Dutch,
6260,0286_1943-1944_00286-20230306_155644.jpg,1943/1944,Visioen,1944-02-17,,True,959857,Visioen,FR,Hector Berlioz,1841,Le spectre de la rose,choreografisch toneel,1943-1944,Joris Diels,NL,Dutch,
6261,0286_1943-1944_00286-20230306_155644.jpg,1943/1944,Pavane,1944-02-17,,True,959857,Pavane,FR,Gabriel Fauré,1887,Pavane,orchestra,1943-1944,Joris Diels,Unk,Dutch,
6262,0286_1943-1944_00286-20230306_155644.jpg,1943/1944,Coppelia,1944-02-17,,True,959857,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,1943-1944,Joris Diels,Unk,Dutch,
6263,0288_1943-1944_00288-20230306_155704.jpg,1943/1944,De Meesterzangers van Neurenberg,1944-02-19,,False,348771,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1943-1944,Joris Diels,NL,Dutch,
6264,0290_1943-1944_00290-20230306_155726.jpg,1943/1944,De Rozenkavalier,1944-02-20,,False,345095,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1943-1944,Joris Diels,NL,Dutch,
6265,0292_1943-1944_00292-20230306_155801.jpg,1943/1944,Faust,1944-02-20,,False,315814,Faust,FR,Charles Gounod,1859,Faust,grand opera,1943-1944,Joris Diels,Unk,Dutch,
6266,0294_1943-1944_00294-20230306_155922.jpg,1943/1944,De Lustige Weduwe,1944-02-22,,False,560270,De Lustige Weduwe,DUI,Franz Lehár,1906,Die lustige Witwe,operette,1943-1944,Joris Diels,NL,Dutch,
6267,0296_1943-1944_00296-20230306_155943.jpg,1943/1944,Lohengrin,1944-02-23,Wehrmachsvorstellung,False,979513,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1943-1944,Joris Diels,Unk,German,
6268,0298_1943-1944_00298-20230306_160016.jpg,1943/1944,Carmen,1944-02-26,,False,793707,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1943-1944,Joris Diels,Unk,Dutch,
6269,0300_1943-1944_00300-20230306_160033.jpg,1943/1944,De Meesterzangers van Neurenberg,1944-02-27,,False,435112,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1943-1944,Joris Diels,NL,Dutch,
6270,0302_1943-1944_00302-20230306_160054.jpg,1943/1944,Dansvertooning II,1944-02-27,,True,964880,Dansvertooning II,,?,?,?,ballet,1943-1944,Joris Diels,NL,Dutch,
6271,0302_1943-1944_00302-20230306_160054.jpg,1943/1944,Milenka,1944-02-27,,True,964880,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1943-1944,Joris Diels,Unk,Dutch,
6272,0302_1943-1944_00302-20230306_160054.jpg,1943/1944,Visioen,1944-02-27,,True,964880,Visioen,FR,Hector Berlioz,1841,Le spectre de la rose,choreografisch toneel,1943-1944,Joris Diels,NL,Dutch,
6273,0302_1943-1944_00302-20230306_160054.jpg,1943/1944,Pavane,1944-02-27,,True,964880,Pavane,FR,Gabriel Fauré,1887,Pavane,orchestra,1943-1944,Joris Diels,Unk,Dutch,
6274,0302_1943-1944_00302-20230306_160054.jpg,1943/1944,Coppelia,1944-02-27,,True,964880,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,1943-1944,Joris Diels,Unk,Dutch,
6275,0304_1943-1944_00304-20230306_160114.jpg,1943/1944,De Rozenkavalier,1944-02-29,,False,515887,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1943-1944,Joris Diels,NL,Dutch,
6276,0309_1943-1944_00309-20230306_160158.jpg,1943/1944,Carmen,1944-03-02,,False,850643,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1943-1944,Joris Diels,Unk,Dutch,
6277,0311_1943-1944_00311-20230306_160214.jpg,1943/1944,Madame Butterfly,1944-03-04,,False,884304,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,1943-1944,Joris Diels,NL,Dutch,
6278,0313_1943-1944_00313-20230306_160240.jpg,1943/1944,Madame Butterfly,1944-03-05,,False,709861,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,1943-1944,Joris Diels,NL,Dutch,
6279,0315_1943-1944_00315-20230306_160318.jpg,1943/1944,Lohengrin,1944-03-05,,False,224319,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1943-1944,Joris Diels,Unk,Dutch,
6280,0317_1943-1944_00317-20230306_160335.jpg,1943/1944,De Vogelhandelaar,1944-03-05,Voorstelling voor de Hitler-Jugend Flandern,False,720220,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,1943-1944,Joris Diels,NL,Dutch,
6281,0319_1943-1944_00319-20230306_160419.jpg,1943/1944,De Rozenkavalier,1944-03-07,,False,723702,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1943-1944,Joris Diels,NL,Dutch,
6282,0323_1943-1944_00323-20230306_160811.jpg,1943/1944,Tristan und Isolde,1944-03-09,Gesamt-Gastspiel der Königlich-Flämischen oper Antwerpen + Theater Lille,False,270476,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1943-1944,Joris Diels,NL,German,
6283,0324_1943-1944_00324-20230306_160824.jpg,1943/1944,De Lustige Weduwe,1944-03-11,,False,529061,De Lustige Weduwe,DUI,Franz Lehár,1906,Die lustige Witwe,operette,1943-1944,Joris Diels,NL,Dutch,
6284,0326_1943-1944_00326-20230306_160902.jpg,1943/1944,Faust,1944-03-12,,False,516445,Faust,FR,Charles Gounod,1859,Faust,grand opera,1943-1944,Joris Diels,Unk,Dutch,
6285,0328_1943-1944_00328-20230306_160920.jpg,1943/1944,Carmen,1944-03-12,,False,275079,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1943-1944,Joris Diels,Unk,Dutch,
6286,0330_1943-1944_00330-20230306_160950.jpg,1943/1944,Die Fledermaus,1944-03-13,Wehrmachsvorstellung,False,940432,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1943-1944,Joris Diels,NL,German,
6287,0332_1943-1944_00332-20230306_161004.jpg,1943/1944,De Vogelhandelaar,1944-03-14,,False,219184,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,1943-1944,Joris Diels,NL,Dutch,
6288,0334_1943-1944_00334-20230306_161022.jpg,1943/1944,De Walkure,1944-03-16,,False,107300,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1943-1944,Joris Diels,NL,Dutch,
6289,0336_1943-1944_00336-20230306_161045.jpg,1943/1944,Francesca (De Bloeiende Weg),1944-03-18,,False,904330,Francesca,FR,August de Boeck,1921,La route d'émeraude,opera lyrique,1943-1944,Joris Diels,Unk,Dutch,
6290,0338_1943-1944_00338-20230306_161104.jpg,1943/1944,Carmen,1944-03-19,,False,755963,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1943-1944,Joris Diels,Unk,Dutch,
6291,0340_1943-1944_00340-20230306_161123.jpg,1943/1944,Francesca (De Bloeiende Weg),1944-03-19,,False,731535,Francesca,FR,August de Boeck,1921,La route d'émeraude,opera lyrique,1943-1944,Joris Diels,Unk,Dutch,
6292,0342_1943-1944_00342-20230306_161153.jpg,1943/1944,De Vledermuis,1944-03-20,,False,679991,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1943-1944,Joris Diels,NL,Dutch,
6293,0344_1943-1944_00344-20230306_161233.jpg,1943/1944,Rigoletto,1944-03-21,,False,335787,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,1943-1944,Joris Diels,Unk,Dutch,
6294,0346_1943-1944_00346-20230306_161249.jpg,1943/1944,De Meesterzangers van Neurenberg,1944-03-23,,False,927396,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1943-1944,Joris Diels,NL,Dutch,
6295,0348_1943-1944_00348-20230306_161333.jpg,1943/1944,Cavalleria Rusticana,1944-03-25,,True,386605,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,1943-1944,Joris Diels,ITA,Dutch,
6296,0348_1943-1944_00348-20230306_161333.jpg,1943/1944,Paljas,1944-03-25,,True,386605,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,1943-1944,Joris Diels,Unk,Dutch,
6297,0350_1943-1944_00350-20230306_161351.jpg,1943/1944,Rigoletto,1944-03-26,,False,484801,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,1943-1944,Joris Diels,Unk,Dutch,
6298,0352_1943-1944_00352-20230306_161406.jpg,1943/1944,De Walkure,1944-03-26,,False,385179,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1943-1944,Joris Diels,NL,Dutch,
6299,0354_1943-1944_00354-20230306_161421.jpg,1943/1944,Carmen,1944-03-27,,False,305812,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1943-1944,Joris Diels,Unk,German,
6300,0356_1943-1944_00356-20230306_161437.jpg,1943/1944,Rienzi,1944-03-28,,False,344528,Rienzi,DUI,Richard Wagner,1840,Rienzi,grand opera,1943-1944,Joris Diels,Unk,Dutch,
6301,0358_1943-1944_00358-20230306_161455.jpg,1943/1944,Madame Butterfly,1944-03-29,,False,509619,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,1943-1944,Joris Diels,NL,Dutch,
6302,0360_1943-1944_00360-20230306_161511.jpg,1943/1944,Carmen,1944-03-30,,False,215373,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1943-1944,Joris Diels,Unk,Dutch,
6303,0364_1943-1944_00364-20230306_161651.jpg,1943/1944,De Vledermuis,1944-04-01,,False,517747,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1943-1944,Joris Diels,NL,Dutch,
6304,0366_1943-1944_00366-20230306_161736.jpg,1943/1944,De Walkure,1944-04-02,,False,334936,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1943-1944,Joris Diels,NL,Dutch,
6305,0368_1943-1944_00368-20230306_161813.jpg,1943/1944,Tosca,1944-04-02,,False,124603,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,1943-1944,Joris Diels,Unk,Dutch,
6306,0370_1943-1944_00370-20230306_161840.jpg,1943/1944,De Vogelhandelaar,1944-04-04,,False,862605,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,1943-1944,Joris Diels,NL,Dutch,
6307,0372_1943-1944_00372-20230306_161935.jpg,1943/1944,Parsifal,1944-04-07,,False,873502,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,1943-1944,Joris Diels,Unk,Dutch,
6308,0374_1943-1944_00374-20230306_161948.jpg,1943/1944,De Walkure,1944-04-08,,False,807159,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1943-1944,Joris Diels,NL,Dutch,
6309,0376_1943-1944_00376-20230306_162003.jpg,1943/1944,Cavalleria Rusticana,1944-04-09,,True,755931,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,1943-1944,Joris Diels,ITA,Dutch,
6310,0376_1943-1944_00376-20230306_162003.jpg,1943/1944,Paljas,1944-04-09,,True,755931,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,1943-1944,Joris Diels,Unk,Dutch,
6311,0378_1943-1944_00378-20230306_162019.jpg,1943/1944,De Lustige Weduwe,1944-04-09,,False,339307,De Lustige Weduwe,DUI,Franz Lehár,1906,Die lustige Witwe,operette,1943-1944,Joris Diels,NL,Dutch,
6312,0380_1943-1944_00380-20230306_162035.jpg,1943/1944,Parsifal,1944-04-10,Nieuwe vertaling,False,128315,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,1943-1944,Joris Diels,Unk,Dutch,
6313,0382_1943-1944_00382-20230306_162050.jpg,1943/1944,De Vledermuis,1944-04-11,,False,408856,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1943-1944,Joris Diels,NL,Dutch,
6314,0384_1943-1944_00384-20230306_162111.jpg,1943/1944,Tanzvorstellung II,1944-04-12,Wehrmachsvorstellung,True,363572,Tanzvorstellung II,?,?,?,?,?,1943-1944,Joris Diels,DUI,German,
6315,0384_1943-1944_00384-20230306_162111.jpg,1943/1944,Milenka,1944-04-12,Wehrmachsvorstellung,True,363572,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1943-1944,Joris Diels,Unk,German,
6316,0384_1943-1944_00384-20230306_162111.jpg,1943/1944,Pavane,1944-04-12,Wehrmachsvorstellung,True,363572,Pavane,FR,Gabriel Fauré,1887,Pavane,orchestra,1943-1944,Joris Diels,Unk,German,
6317,0384_1943-1944_00384-20230306_162111.jpg,1943/1944,Vision,1944-04-12,Wehrmachsvorstellung,True,363572,Vision,FR,Hector Berlioz,1841,Le spectre de la rose,choreografisch toneel,1943-1944,Joris Diels,Unk,German,
6318,0384_1943-1944_00384-20230306_162111.jpg,1943/1944,Coppelia,1944-04-12,Wehrmachsvorstellung,True,363572,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,1943-1944,Joris Diels,Unk,German,
6319,0386_1943-1944_00386-20230306_162713.jpg,1943/1944,De Vledermuis,1944-04-13,Vertooning voor het Bakkersambacht der Gouw Antwerpen,False,291413,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1943-1944,Joris Diels,NL,Dutch,
6320,0388_1943-1944_00388-20230306_162730.jpg,1943/1944,Cavalleria Rusticana,1944-04-13,,True,611330,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,1943-1944,Joris Diels,ITA,Dutch,
6321,0388_1943-1944_00388-20230306_162730.jpg,1943/1944,Paljas,1944-04-13,,True,611330,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,1943-1944,Joris Diels,Unk,Dutch,
6322,0390_1943-1944_00390-20230306_162758.jpg,1943/1944,Tanzvorstellung II,1944-04-14,Wehrmachsvorstellung,True,389614,Tanzvorstellung II,?,?,?,?,?,1943-1944,Joris Diels,Unk,German,
6323,0390_1943-1944_00390-20230306_162758.jpg,1943/1944,Milenka,1944-04-14,Wehrmachsvorstellung,True,389614,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1943-1944,Joris Diels,Unk,German,
6324,0390_1943-1944_00390-20230306_162758.jpg,1943/1944,Pavane,1944-04-14,Wehrmachsvorstellung,True,389614,Pavane,FR,Gabriel Fauré,1887,Pavane,orchestra,1943-1944,Joris Diels,Unk,German,
6325,0390_1943-1944_00390-20230306_162758.jpg,1943/1944,Vision,1944-04-14,Wehrmachsvorstellung,True,389614,Vision,FR,Hector Berlioz,1841,Le spectre de la rose,choreografisch toneel,1943-1944,Joris Diels,Unk,German,
6326,0390_1943-1944_00390-20230306_162758.jpg,1943/1944,Coppelia,1944-04-14,Wehrmachsvorstellung,True,389614,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,1943-1944,Joris Diels,Unk,German,
6327,0392_1943-1944_00392-20230306_162856.jpg,1943/1944,Rigoletto,1944-04-15,,False,202773,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,1943-1944,Joris Diels,Unk,Dutch,
6328,0394_1943-1944_00394-20230306_162915.jpg,1943/1944,Tristan en Isolde,1944-04-16,,False,708000,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1943-1944,Joris Diels,NL,Dutch,
6329,0396_1943-1944_00396-20230306_162936.jpg,1943/1944,Cavalleria Rusticana,1944-04-16,,True,769780,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,1943-1944,Joris Diels,ITA,Dutch,
6330,0396_1943-1944_00396-20230306_162936.jpg,1943/1944,Paljas,1944-04-16,,True,769780,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,1943-1944,Joris Diels,Unk,Dutch,
6331,0398_1943-1944_00398-20230306_163001.jpg,1943/1944,Het Land van den Glimlach,1944-04-18,,False,791519,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,1943-1944,Joris Diels,NL,Dutch,
6332,0400_1943-1944_00400-20230306_163116.jpg,1943/1944,Tosca,1944-04-29,,False,116604,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,1943-1944,Joris Diels,Unk,Dutch,
6333,0402_1943-1944_00402-20230306_163152.jpg,1943/1944,De Vogelhandelaar,1944-04-22,,False,901265,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,1943-1944,Joris Diels,NL,Dutch,
6334,0404_1943-1944_00404-20230306_163239.jpg,1943/1944,Tosca,1944-04-23,,False,409482,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,1943-1944,Joris Diels,Unk,Dutch,
6335,0406_1943-1944_00406-20230306_163250.jpg,1943/1944,Tristan en Isolde,1944-04-23,,False,136366,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1943-1944,Joris Diels,NL,Dutch,
6336,0408_1943-1944_00408-20230306_163320.jpg,1943/1944,De Lustige Weduwe,1944-04-25,,False,459280,De Lustige Weduwe,DUI,Franz Lehár,1906,Die lustige Witwe,operette,1943-1944,Joris Diels,NL,Dutch,
6337,0410_1943-1944_00410-20230306_163341.jpg,1943/1944,Faust,1944-04-27,,False,229544,Faust,FR,Charles Gounod,1859,Faust,grand opera,1943-1944,Joris Diels,Unk,Dutch,
6338,0412_1943-1944_00412-20230306_163434.jpg,1943/1944,De Vogelhandelaar,1944-04-29,Vertooning voor ATEA,False,793963,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,1943-1944,Joris Diels,NL,Dutch,
6339,0414_1943-1944_00414-20230306_163524.jpg,1943/1944,Het Land van den Glimlach,1944-04-29,,False,163729,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,1943-1944,Joris Diels,NL,Dutch,
6340,0416_1943-1944_00416-20230306_163550.jpg,1943/1944,Lohengrin,1944-04-30,,False,957374,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1943-1944,Joris Diels,Unk,Dutch,
6341,0418_1943-1944_00418-20230306_163625.jpg,1943/1944,Manon Lescaut,1944-04-30,Eerste Nederlandsche opvoering,False,919890,Manon Lescaut,ITA,Giacomo Puccini,1893,Manon Lescaut,lyrisch drama,1943-1944,Joris Diels,Unk,Dutch,
6342,0422_1943-1944_00422-20230306_163733.jpg,1943/1944,Cavalleria Rusticana,1944-05-02,,True,750928,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,1943-1944,Joris Diels,ITA,Dutch,
6343,0422_1943-1944_00422-20230306_163733.jpg,1943/1944,Paljas,1944-05-02,,True,750928,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,1943-1944,Joris Diels,Unk,Dutch,
6344,0424_1943-1944_00424-20230306_163751.jpg,1943/1944,Tristan en Isolde,1944-05-04,,False,978475,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1943-1944,Joris Diels,NL,Dutch,
6345,0426_1943-1944_00426-20230306_163808.jpg,1943/1944,Manon Lescaut,1944-05-06,,False,919685,Manon Lescaut,ITA,Giacomo Puccini,1893,Manon Lescaut,lyrisch drama,1943-1944,Joris Diels,Unk,Dutch,
6346,0428_1943-1944_00428-20230306_163915.jpg,1943/1944,De Vledermuis,1944-05-07,,False,100988,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1943-1944,Joris Diels,NL,Dutch,
6347,0430_1943-1944_00430-20230306_163944.jpg,1943/1944,Het Land van den Glimlach,1944-05-07,,False,836610,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,1943-1944,Joris Diels,NL,Dutch,
6348,0432_1943-1944_00432-20230306_164000.jpg,1943/1944,Lohengrin,1944-05-08,Wehrmachsvorstellung,False,270793,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1943-1944,Joris Diels,Unk,German,
